time,size,direction
0.0581169128417969,27,UL
0.0581448078155518,53275,DL
0.0585939884185791,27,UL
0.0587728023529053,1051,DL
0.0587928295135498,27,UL
0.0588128566741943,1051,DL
0.0589158535003662,27,UL
0.0589568614959717,65535,DL
0.0595858097076416,27,UL
0.059647798538208,1051,DL
0.0597319602966309,27,UL
0.0597579479217529,1051,DL
0.0599689483642578,27,UL
0.0600190162658691,65535,DL
0.0606930255889893,27,UL
0.0618398189544678,1051,DL
0.0618729591369629,27,UL
0.0618939399719238,4123,DL
0.0620968341827393,27,UL
0.0683808326721191,1051,DL
0.0684118270874023,27,UL
0.0684309005737305,1051,DL
0.0685198307037354,27,UL
0.0685358047485352,1051,DL
0.0686688423156738,27,UL
0.0686838626861572,1051,DL
0.0687789916992188,27,UL
0.0702400207519531,1051,DL
0.0702710151672363,27,UL
0.0702888965606689,1051,DL
0.0703649520874023,27,UL
0.0704209804534912,54299,DL
0.0708599090576172,27,UL
0.0710108280181885,1051,DL
0.0710439682006836,27,UL
0.0710959434509277,1051,DL
0.0711510181427002,27,UL
0.0711758136749268,53275,DL
0.0716569423675537,27,UL
0.071789026260376,1051,DL
0.0718200206756592,27,UL
0.0718770027160645,1051,DL
0.0719249248504639,27,UL
0.0719499588012695,59419,DL
0.0724518299102783,27,UL
0.0724928379058838,1051,DL
0.0725889205932617,27,UL
0.0726180076599121,4123,DL
0.0729730129241943,27,UL
0.0730059146881104,1051,DL
0.0730810165405273,27,UL
0.0731058120727539,1051,DL
0.0732059478759766,27,UL
0.073232889175415,65535,DL
0.0739388465881348,27,UL
0.0739758014678955,1051,DL
0.0740540027618408,27,UL
0.0740787982940674,1051,DL
0.0742409229278564,27,UL
0.0743060111999512,65535,DL
0.0748879909515381,27,UL
0.0810120105743408,1051,DL
0.081043004989624,27,UL
0.0810689926147461,4123,DL
0.0812928676605225,27,UL
0.0823378562927246,1051,DL
0.0823559761047363,27,UL
0.0823779106140137,1051,DL
0.0824918746948242,27,UL
0.0825338363647461,1051,DL
0.0825989246368408,27,UL
0.0826349258422852,1051,DL
0.0827138423919678,27,UL
0.0842819213867188,1051,DL
0.0843048095703125,27,UL
0.0843629837036133,1051,DL
0.0844078063964844,27,UL
0.0844748020172119,54299,DL
0.0848989486694336,27,UL
0.0850718021392822,1051,DL
0.085101842880249,27,UL
0.0851669311523438,1051,DL
0.0852479934692383,27,UL
0.0852928161621094,52251,DL
0.0857310295104981,27,UL
0.0858728885650635,1051,DL
0.0859248638153076,27,UL
0.0859489440917969,1051,DL
0.0860388278961182,27,UL
0.0860610008239746,58395,DL
0.0866248607635498,27,UL
0.0867187976837158,1051,DL
0.0868349075317383,27,UL
0.0868618488311768,1051,DL
0.087277889251709,27,UL
0.0873157978057861,65535,DL
0.0880069732666016,27,UL
0.0880320072174072,1051,DL
0.088129997253418,27,UL
0.0881459712982178,1051,DL
0.0883398056030273,27,UL
0.0883698463439941,65535,DL
0.0889270305633545,27,UL
0.0905349254608154,1051,DL
0.090566873550415,27,UL
0.0905859470367432,4123,DL
0.090742826461792,27,UL
0.0963058471679688,1051,DL
0.0963389873504639,27,UL
0.0963599681854248,1051,DL
0.0964748859405518,27,UL
0.0965068340301514,1051,DL
0.0966548919677734,27,UL
0.0966789722442627,1051,DL
0.0967810153961182,27,UL
0.0982298851013184,1051,DL
0.0982630252838135,27,UL
0.0983200073242188,1051,DL
0.0983719825744629,27,UL
0.0984318256378174,54299,DL
0.0988759994506836,27,UL
0.0990188121795654,1051,DL
0.0990488529205322,27,UL
0.0991218090057373,1051,DL
0.0991578102111816,27,UL
0.0991818904876709,53275,DL
0.099639892578125,27,UL
0.0998368263244629,1051,DL
0.0998740196228027,27,UL
0.0999298095703125,1051,DL
0.0999698638916016,27,UL
0.099998950958252,62491,DL
0.100517988204956,27,UL
0.100649833679199,1051,DL
0.100682020187378,27,UL
0.100742816925049,1051,DL
0.100766897201538,27,UL
0.100793838500977,65535,DL
0.101393938064575,27,UL
0.101435899734497,1051,DL
0.101521015167236,27,UL
0.101552963256836,1051,DL
0.101785898208618,27,UL
0.101840972900391,65535,DL
0.102375030517578,27,UL
0.102406978607178,1051,DL
0.102512836456299,27,UL
0.102542877197266,4123,DL
0.102816820144653,27,UL
0.110354900360107,1051,DL
0.110388994216919,27,UL
0.11044192314148,1051,DL
0.110513925552368,27,UL
0.110530853271484,1051,DL
0.110630989074707,27,UL
0.110646963119507,1051,DL
0.110726833343506,27,UL
0.112123966217041,1051,DL
0.112154960632324,27,UL
0.11217188835144,4123,DL
0.112321853637695,27,UL
0.112380027770996,1051,DL
0.112401008605957,27,UL
0.112452030181885,1051,DL
0.112483978271484,27,UL
0.112537860870361,54299,DL
0.112962961196899,27,UL
0.113061904907227,1051,DL
0.113085031509399,27,UL
0.113103866577148,1051,DL
0.113273859024048,27,UL
0.11329984664917,51227,DL
0.113729000091553,27,UL
0.113808870315552,1051,DL
0.113832950592041,27,UL
0.113879919052124,1051,DL
0.113962888717651,27,UL
0.113986968994141,59419,DL
0.114467859268188,27,UL
0.114579916000366,1051,DL
0.114614009857178,27,UL
0.114669799804688,1051,DL
0.114823818206787,27,UL
0.114849805831909,65535,DL
0.115518808364868,27,UL
0.115612983703613,1051,DL
0.115657806396484,27,UL
0.115707874298096,1051,DL
0.115872859954834,27,UL
0.116070032119751,65535,DL
0.116605997085571,27,UL
0.121614933013916,1051,DL
0.121649026870728,27,UL
0.12166690826416,4123,DL
0.121865034103394,27,UL
0.124133825302124,1051,DL
0.124157905578613,27,UL
0.124221801757813,1051,DL
0.124258995056152,27,UL
0.124312877655029,1051,DL
0.124352931976318,27,UL
0.124403953552246,1051,DL
0.124454021453857,27,UL
0.126088857650757,1051,DL
0.126150846481323,27,UL
0.126202821731567,1051,DL
0.126281023025513,27,UL
0.126340866088867,51227,DL
0.12679386138916,27,UL
0.126861810684204,1051,DL
0.126892805099487,27,UL
0.126911878585815,1051,DL
0.127066850662231,27,UL
0.12708592414856,52251,DL
0.127540826797485,27,UL
0.127645015716553,1051,DL
0.127689838409424,27,UL
0.127707958221436,1051,DL
0.127776861190796,27,UL
0.127797842025757,59419,DL
0.128360033035278,27,UL
0.128443956375122,1051,DL
0.128475904464722,27,UL
0.128490924835205,1051,DL
0.128615856170654,27,UL
0.128648996353149,65535,DL
0.12925386428833,27,UL
0.129329919815063,1051,DL
0.129438877105713,27,UL
0.12952184677124,1051,DL
0.129551887512207,27,UL
0.129806995391846,65535,DL
0.130370855331421,27,UL
0.130855798721313,1051,DL
0.130892992019653,27,UL
0.13093090057373,4123,DL
0.131135940551758,27,UL
0.138028860092163,1051,DL
0.138063907623291,27,UL
0.138082027435303,1051,DL
0.138165950775146,27,UL
0.138182878494263,1051,DL
0.138248920440674,27,UL
0.138262987136841,1051,DL
0.138329029083252,27,UL
0.140049934387207,1051,DL
0.14008092880249,27,UL
0.140097856521606,1051,DL
0.140175819396973,27,UL
0.140197992324829,57371,DL
0.140738964080811,27,UL
0.140822887420654,1051,DL
0.140852928161621,27,UL
0.140866994857788,1051,DL
0.141026973724365,27,UL
0.141057014465332,49179,DL
0.141498804092407,27,UL
0.141613006591797,1051,DL
0.141642808914185,27,UL
0.141656875610352,1051,DL
0.141739845275879,27,UL
0.141767978668213,58395,DL
0.142282962799072,27,UL
0.142433881759644,1051,DL
0.142464876174927,27,UL
0.142482995986938,1051,DL
0.142586946487427,27,UL
0.142611026763916,65535,DL
0.143234968185425,27,UL
0.143272876739502,1051,DL
0.143352031707764,27,UL
0.143366813659668,1051,DL
0.143566846847534,27,UL
0.143603801727295,65535,DL
0.14420485496521,27,UL
0.144241809844971,1051,DL
0.144327878952026,27,UL
0.144351959228516,4123,DL
0.14478588104248,27,UL
0.151114940643311,1051,DL
0.151153802871704,27,UL
0.151209831237793,4123,DL
0.151386022567749,27,UL
0.152077913284302,1051,DL
0.15211296081543,27,UL
0.152132034301758,1051,DL
0.15233302116394,27,UL
0.152364015579224,1051,DL
0.152420997619629,27,UL
0.152436971664429,1051,DL
0.152515888214111,27,UL
0.153985023498535,1051,DL
0.154047012329102,27,UL
0.154066801071167,1051,DL
0.154153823852539,27,UL
0.1541748046875,53275,DL
0.15468692779541,27,UL
0.154776811599731,1051,DL
0.154903888702393,27,UL
0.154918909072876,1051,DL
0.155098915100098,27,UL
0.155123949050903,52251,DL
0.155587911605835,27,UL
0.155633926391602,1051,DL
0.155682802200317,27,UL
0.155695915222168,1051,DL
0.155817031860352,27,UL
0.155844926834106,56347,DL
0.156314849853516,27,UL
0.156424999237061,1051,DL
0.156459808349609,27,UL
0.156481981277466,1051,DL
0.156780958175659,27,UL
0.156802892684937,65535,DL
0.157615900039673,27,UL
0.15765380859375,1051,DL
0.157781839370728,27,UL
0.157805919647217,1051,DL
0.157878875732422,27,UL
0.157910823822021,65535,DL
0.158505916595459,27,UL
0.161624908447266,1051,DL
0.161655902862549,27,UL
0.161672830581665,4123,DL
0.161864995956421,27,UL
0.165812969207764,1051,DL
0.165843963623047,27,UL
0.165860891342163,1051,DL
0.165941953659058,27,UL
0.165964841842651,1051,DL
0.166051864624023,27,UL
0.166067838668823,1051,DL
0.166182994842529,27,UL
0.167747974395752,1051,DL
0.167778968811035,27,UL
0.16779899597168,1051,DL
0.167888879776001,27,UL
0.167917013168335,53275,DL
0.168412923812866,27,UL
0.168527841567993,1051,DL
0.168558835983276,27,UL
0.168572902679443,1051,DL
0.168660879135132,27,UL
0.16868782043457,50203,DL
0.169114828109741,27,UL
0.16932201385498,1051,DL
0.169350862503052,27,UL
0.169364929199219,1051,DL
0.169471979141235,27,UL
0.169490814208984,59419,DL
0.170188903808594,27,UL
0.170260906219482,1051,DL
0.17038893699646,27,UL
0.170413970947266,1051,DL
0.170495986938477,27,UL
0.170528888702393,65535,DL
0.171176910400391,27,UL
0.171216011047363,1051,DL
0.171347856521606,27,UL
0.171367883682251,1051,DL
0.171445846557617,27,UL
0.171473979949951,65535,DL
0.172070026397705,27,UL
0.172114849090576,1051,DL
0.172214984893799,27,UL
0.172241926193237,4123,DL
0.172430992126465,27,UL
0.179783821105957,1051,DL
0.179816961288452,27,UL
0.179834842681885,1051,DL
0.179924011230469,27,UL
0.179947853088379,1051,DL
0.180048942565918,27,UL
0.180065870285034,1051,DL
0.180150032043457,27,UL
0.181617021560669,1051,DL
0.181651830673218,27,UL
0.181715965270996,4123,DL
0.181854963302612,27,UL
0.181914806365967,1051,DL
0.181973934173584,27,UL
0.182030916213989,1051,DL
0.182053804397583,27,UL
0.182118892669678,53275,DL
0.182623863220215,27,UL
0.182731866836548,1051,DL
0.182812929153442,27,UL
0.182847023010254,1051,DL
0.182869911193848,27,UL
0.182906866073608,50203,DL
0.183403968811035,27,UL
0.183482885360718,1051,DL
0.183547973632813,27,UL
0.183568954467773,1051,DL
0.183605909347534,27,UL
0.183627843856812,58395,DL
0.184170961380005,27,UL
0.184253931045532,1051,DL
0.184295892715454,27,UL
0.184314966201782,1051,DL
0.18443489074707,27,UL
0.184470891952515,64539,DL
0.185139894485474,27,UL
0.18518590927124,1051,DL
0.185256004333496,27,UL
0.185286998748779,1051,DL
0.18548583984375,27,UL
0.185525894165039,65535,DL
0.186132907867432,27,UL
0.191722869873047,1051,DL
0.191759824752808,27,UL
0.191778898239136,4123,DL
0.191953897476196,27,UL
0.193812847137451,1051,DL
0.193874835968018,27,UL
0.193892955780029,1051,DL
0.193969964981079,27,UL
0.193986892700195,1051,DL
0.194039821624756,27,UL
0.194054841995239,1051,DL
0.194144010543823,27,UL
0.195753812789917,1051,DL
0.195811033248901,27,UL
0.195868968963623,1051,DL
0.195904970169067,27,UL
0.195960998535156,55323,DL
0.196449995040894,27,UL
0.19655179977417,1051,DL
0.196621894836426,27,UL
0.19667387008667,1051,DL
0.196838855743408,27,UL
0.196869850158691,51227,DL
0.197372913360596,27,UL
0.197428941726685,1051,DL
0.197458982467651,27,UL
0.197474956512451,1051,DL
0.197618007659912,27,UL
0.197651863098145,60443,DL
0.198145866394043,27,UL
0.198251962661743,1051,DL
0.198284864425659,27,UL
0.198300838470459,1051,DL
0.198449850082397,27,UL
0.198484897613525,65535,DL
0.199174880981445,27,UL
0.19924783706665,1051,DL
0.199309825897217,27,UL
0.199360847473145,1051,DL
0.199491024017334,27,UL
0.199534893035889,65535,DL
0.200093030929565,27,UL
0.200990915298462,1051,DL
0.20102596282959,27,UL
0.201042890548706,4123,DL
0.201225996017456,27,UL
0.207710027694702,1051,DL
0.207767963409424,27,UL
0.207785844802856,1051,DL
0.207870006561279,27,UL
0.207893848419189,1051,DL
0.20796799659729,27,UL
0.207985877990723,1051,DL
0.208079814910889,27,UL
0.209643840789795,1051,DL
0.209676027297974,27,UL
0.209728002548218,1051,DL
0.209765911102295,27,UL
0.209820032119751,52251,DL
0.210234880447388,27,UL
0.210425853729248,1051,DL
0.21045994758606,27,UL
0.210486888885498,1051,DL
0.210549831390381,27,UL
0.210609912872314,50203,DL
0.211017847061157,27,UL
0.211236000061035,1051,DL
0.211277008056641,27,UL
0.211339950561523,1051,DL
0.211378812789917,27,UL
0.211400985717773,59419,DL
0.211932897567749,27,UL
0.212095975875854,1051,DL
0.212126970291138,27,UL
0.212143898010254,1051,DL
0.21234393119812,27,UL
0.212379932403564,60443,DL
0.212924957275391,27,UL
0.212966918945312,1051,DL
0.213087797164917,27,UL
0.213106870651245,1051,DL
0.213200807571411,27,UL
0.213287830352783,62491,DL
0.213843822479248,27,UL
0.213883876800537,1051,DL
0.213961839675903,27,UL
0.213977813720703,4123,DL
0.214254856109619,27,UL
0.220800876617432,1051,DL
0.220829963684082,27,UL
0.220847845077515,4123,DL
0.221040964126587,27,UL
0.221566915512085,1051,DL
0.221596002578735,27,UL
0.221611976623535,1051,DL
0.221673011779785,27,UL
0.221688985824585,1051,DL
0.221784830093384,27,UL
0.221808910369873,1051,DL
0.221879959106445,27,UL
0.223479986190796,1051,DL
0.223513841629028,27,UL
0.223536014556885,1051,DL
0.223623991012573,27,UL
0.223678827285767,57371,DL
0.224155902862549,27,UL
0.22426700592041,1051,DL
0.224300861358643,27,UL
0.224349975585937,1051,DL
0.224475860595703,27,UL
0.224501848220825,53275,DL
0.225037813186645,27,UL
0.225095987319946,1051,DL
0.225140810012817,27,UL
0.225157022476196,1051,DL
0.225250959396362,27,UL
0.225273847579956,58395,DL
0.225793838500977,27,UL
0.225956916809082,1051,DL
0.225986957550049,27,UL
0.226006031036377,1051,DL
0.226181983947754,27,UL
0.226218938827515,65535,DL
0.227020978927612,27,UL
0.227066993713379,1051,DL
0.227168798446655,27,UL
0.227195978164673,1051,DL
0.2272789478302,27,UL
0.2273108959198,65535,DL
0.22790789604187,27,UL
0.232391834259033,1051,DL
0.232424974441528,27,UL
0.232450008392334,4123,DL
0.232627868652344,27,UL
0.23554801940918,1051,DL
0.235580921173096,27,UL
0.235641956329346,1051,DL
0.23566198348999,27,UL
0.235736846923828,1051,DL
0.235771894454956,27,UL
0.235828876495361,1051,DL
0.235878944396973,27,UL
0.237483978271484,1051,DL
0.237514972686768,27,UL
0.237566947937012,1051,DL
0.237607955932617,27,UL
0.237627983093262,55323,DL
0.238157033920288,27,UL
0.238270998001099,1051,DL
0.238303899765015,27,UL
0.238356828689575,1051,DL
0.23841381072998,27,UL
0.23843502998352,50203,DL
0.238900899887085,27,UL
0.239074945449829,1051,DL
0.239105939865112,27,UL
0.239130020141602,1051,DL
0.239202976226807,27,UL
0.2392258644104,58395,DL
0.239699840545654,27,UL
0.239940881729126,1051,DL
0.239972829818726,27,UL
0.239990949630737,1051,DL
0.240110874176025,27,UL
0.240145921707153,65535,DL
0.240809917449951,27,UL
0.240861892700195,1051,DL
0.240983963012695,27,UL
0.241012811660767,1051,DL
0.241199016571045,27,UL
0.241235971450806,65535,DL
0.241834878921509,27,UL
0.241874933242798,1051,DL
0.241966009140015,27,UL
0.241995811462402,4123,DL
0.242560863494873,27,UL
0.249398946762085,1051,DL
0.249440908432007,27,UL
0.249459981918335,1051,DL
0.249557971954346,27,UL
0.249581813812256,1051,DL
0.24966287612915,27,UL
0.249676942825317,1051,DL
0.249858856201172,27,UL
0.251307964324951,1051,DL
0.251327991485596,27,UL
0.251343965530395,1051,DL
0.251430034637451,27,UL
0.2514488697052,56347,DL
0.251909971237183,27,UL
0.251971006393433,1051,DL
0.251999855041504,27,UL
0.252049922943115,4123,DL
0.252255916595459,27,UL
0.252311944961548,1051,DL
0.252331972122192,27,UL
0.252352952957153,1051,DL
0.252413034439087,27,UL
0.252465963363647,51227,DL
0.252907991409302,27,UL
0.252993822097778,1051,DL
0.253017902374268,27,UL
0.253036975860596,1051,DL
0.253149032592773,27,UL
0.253206014633179,53275,DL
0.253670930862427,27,UL
0.253736019134521,1051,DL
0.253801822662354,27,UL
0.253824949264526,1051,DL
0.253971815109253,27,UL
0.25400185585022,65535,DL
0.254583835601807,27,UL
0.254635810852051,1051,DL
0.254731893539429,27,UL
0.254756927490234,1051,DL
0.2550048828125,27,UL
0.25503396987915,65535,DL
0.255688905715942,27,UL
0.261899948120117,1051,DL
0.261956930160522,27,UL
0.262012958526611,4123,DL
0.262184858322144,27,UL
0.263341903686523,1051,DL
0.263365030288696,27,UL
0.263383865356445,1051,DL
0.26345682144165,27,UL
0.263473033905029,1051,DL
0.263546943664551,27,UL
0.263559818267822,1051,DL
0.2636878490448,27,UL
0.26542592048645,1051,DL
0.265445947647095,27,UL
0.265465021133423,1051,DL
0.265542984008789,27,UL
0.265561819076538,51227,DL
0.266012907028198,27,UL
0.266317844390869,1051,DL
0.266379833221436,27,UL
0.266413927078247,1051,DL
0.266455888748169,27,UL
0.26647686958313,50203,DL
0.266960859298706,27,UL
0.267233848571777,1051,DL
0.267282962799072,27,UL
0.267334938049316,1051,DL
0.26735782623291,27,UL
0.267377853393555,56347,DL
0.267859935760498,27,UL
0.268178939819336,1051,DL
0.26820182800293,27,UL
0.268220901489258,1051,DL
0.26830792427063,27,UL
0.268348932266235,65535,DL
0.268954992294312,27,UL
0.268985986709595,1051,DL
0.269079923629761,27,UL
0.269095897674561,1051,DL
0.269244909286499,27,UL
0.269266843795776,65535,DL
0.269866943359375,27,UL
0.270497798919678,1051,DL
0.270522832870483,27,UL
0.270543813705444,4123,DL
0.270742893218994,27,UL
0.277320861816406,1051,DL
0.277354955673218,27,UL
0.277407884597778,1051,DL
0.277514934539795,27,UL
0.277570962905884,1051,DL
0.277674913406372,27,UL
0.277724027633667,1051,DL
0.277781963348389,27,UL
0.279533863067627,1051,DL
0.279554843902588,27,UL
0.279620885848999,1051,DL
0.279675960540771,27,UL
0.279701948165894,53275,DL
0.28015398979187,27,UL
0.280375957489014,1051,DL
0.280402898788452,27,UL
0.280457019805908,1051,DL
0.280512809753418,27,UL
0.280568838119507,50203,DL
0.281026840209961,27,UL
0.281282901763916,1051,DL
0.281301975250244,27,UL
0.281358957290649,1051,DL
0.281423807144165,27,UL
0.281487941741943,60443,DL
0.281983852386475,27,UL
0.282248020172119,1051,DL
0.282272815704346,27,UL
0.282301902770996,1051,DL
0.282472848892212,27,UL
0.282502889633179,65535,DL
0.283107995986938,27,UL
0.28313684463501,1051,DL
0.283280849456787,27,UL
0.283295869827271,1051,DL
0.283483982086182,27,UL
0.283505916595459,65535,DL
0.284242868423462,27,UL
0.28427791595459,1051,DL
0.284447908401489,27,UL
0.28450083732605,4123,DL
0.284857988357544,27,UL
0.289655923843384,1051,DL
0.289678812026978,27,UL
0.289736986160278,4123,DL
0.289834022521973,27,UL
0.291318893432617,1051,DL
0.291369915008545,27,UL
0.291436910629272,1051,DL
0.291563034057617,27,UL
0.291589975357056,1051,DL
0.291672945022583,27,UL
0.291707992553711,1051,DL
0.291774034500122,27,UL
0.293448925018311,1051,DL
0.293506860733032,27,UL
0.293558835983276,1051,DL
0.293581008911133,27,UL
0.294099807739258,27,UL
0.294330835342407,1051,DL
0.294353008270264,27,UL
0.294411897659302,1051,DL
0.294456958770752,27,UL
0.294929027557373,27,UL
0.295223951339722,1051,DL
0.295245885848999,27,UL
0.29529881477356,1051,DL
0.295353889465332,27,UL
0.29589581489563,27,UL
0.296132802963257,1051,DL
0.296154975891113,27,UL
0.296199798583984,1051,DL
0.296278953552246,27,UL
0.296872854232788,27,UL
0.296897888183594,1051,DL
0.297012805938721,27,UL
0.297029972076416,1051,DL
0.297128915786743,27,UL
0.297712802886963,27,UL
0.303520917892456,1051,DL
0.303545951843262,27,UL
0.30356502532959,4123,DL
0.303740978240967,27,UL
0.305117845535278,27,UL
0.305223941802979,27,UL
0.305307865142822,27,UL
0.3054039478302,27,UL
0.307263851165771,27,UL
0.307366847991943,27,UL
0.307960987091064,27,UL
0.308148860931396,27,UL
0.30823802947998,27,UL
0.308684825897217,27,UL
0.309046030044556,27,UL
0.309185981750488,27,UL
0.363518953323364,27,UL
0.363790035247803,1051,DL
0.363816022872925,27,UL
0.363870859146118,1051,DL
0.363953828811645,27,UL
0.363983869552612,46107,DL
0.364436864852905,27,UL
0.364666938781738,1051,DL
0.364691019058228,27,UL
0.364794969558716,1051,DL
0.364844799041748,27,UL
0.364871025085449,55323,DL
0.365381002426147,27,UL
0.365580797195435,1051,DL
0.365607976913452,27,UL
0.365628957748413,1051,DL
0.365718841552734,27,UL
0.365751981735229,65535,DL
0.366376876831055,27,UL
0.366402864456177,1051,DL
0.36660885810852,27,UL
0.366627931594849,1051,DL
0.366914987564087,27,UL
0.366938829421997,65535,DL
0.367642879486084,27,UL
0.370750904083252,1051,DL
0.370774030685425,27,UL
0.370790958404541,4123,DL
0.37096095085144,27,UL
0.374790906906128,1051,DL
0.374821901321411,27,UL
0.374838829040527,1051,DL
0.374929904937744,27,UL
0.374949932098389,1051,DL
0.375037908554077,27,UL
0.375054836273193,1051,DL
0.375125885009766,27,UL
0.376859903335571,1051,DL
0.376881837844849,27,UL
0.376925945281982,1051,DL
0.376967906951904,27,UL
0.377013921737671,53275,DL
0.377486944198608,27,UL
0.377718925476074,1051,DL
0.377749919891357,27,UL
0.377790927886963,1051,DL
0.377837896347046,27,UL
0.377882957458496,50203,DL
0.378280878067017,27,UL
0.378593921661377,1051,DL
0.378615856170654,27,UL
0.378674983978271,1051,DL
0.378707885742187,27,UL
0.378727912902832,58395,DL
0.379247903823853,27,UL
0.379606962203979,1051,DL
0.379639863967895,27,UL
0.379654884338379,1051,DL
0.379806995391846,27,UL
0.37984299659729,65535,DL
0.380430936813354,27,UL
0.380465030670166,1051,DL
0.380555868148804,27,UL
0.380574941635132,1051,DL
0.380714893341064,27,UL
0.380748987197876,65535,DL
0.381342887878418,27,UL
0.381381988525391,1051,DL
0.381501913070679,27,UL
0.381523847579956,4123,DL
0.381848812103271,27,UL
0.388674974441528,1051,DL
0.388706922531128,27,UL
0.388760805130005,1051,DL
0.388840913772583,27,UL
0.388908863067627,1051,DL
0.388969898223877,27,UL
0.389020919799805,1051,DL
0.389067888259888,27,UL
0.390712976455688,1051,DL
0.390743017196655,27,UL
0.390794992446899,1051,DL
0.390827894210815,27,UL
0.390882015228271,58395,DL
0.391374826431274,27,UL
0.391569852828979,1051,DL
0.39159893989563,27,UL
0.391615867614746,1051,DL
0.391686916351318,27,UL
0.391741991043091,56347,DL
0.392187833786011,27,UL
0.392436027526855,1051,DL
0.392467975616455,27,UL
0.392485857009888,1051,DL
0.392558813095093,27,UL
0.392583847045898,59419,DL
0.39308500289917,27,UL
0.393128871917725,1051,DL
0.39323091506958,27,UL
0.393284797668457,4123,DL
0.393492937088013,27,UL
0.393527030944824,1051,DL
0.393611907958984,27,UL
0.393627882003784,1051,DL
0.393714904785156,27,UL
0.393751859664917,65535,DL
0.394296884536743,27,UL
0.394331932067871,1051,DL
0.394418954849243,27,UL
0.394477844238281,1051,DL
0.394528865814209,27,UL
0.394562005996704,65535,DL
0.39513087272644,27,UL
0.401506900787354,1051,DL
0.40153980255127,27,UL
0.401557922363281,4123,DL
0.401777982711792,27,UL
0.402539014816284,1051,DL
0.402570009231567,27,UL
0.402591943740845,1051,DL
0.402657032012939,27,UL
0.402674913406372,1051,DL
0.402769804000855,27,UL
0.402797937393189,1051,DL
0.402876853942871,27,UL
0.404608011245728,1051,DL
0.404637813568115,27,UL
0.404652833938599,1051,DL
0.404752016067505,27,UL
0.40477991104126,52251,DL
0.40530800819397,27,UL
0.405467033386231,1051,DL
0.405501842498779,27,UL
0.405521869659424,1051,DL
0.40566897392273,27,UL
0.405699014663696,57371,DL
0.40618896484375,27,UL
0.406364917755127,1051,DL
0.406409978866577,27,UL
0.406428813934326,1051,DL
0.406569004058838,27,UL
0.40659499168396,61467,DL
0.407199859619141,27,UL
0.407287836074829,1051,DL
0.407382965087891,27,UL
0.407400846481323,1051,DL
0.407616853713989,27,UL
0.407665967941284,65535,DL
0.408227920532227,27,UL
0.40825891494751,1051,DL
0.40836501121521,27,UL
0.408387899398804,1051,DL
0.408470869064331,27,UL
0.408502817153931,64539,DL
0.409088850021362,27,UL
0.411479949951172,1051,DL
0.411494970321655,27,UL
0.411512851715088,4123,DL
0.411661863327026,27,UL
0.416666984558106,1051,DL
0.416692972183228,27,UL
0.41672682762146,1051,DL
0.416797876358032,27,UL
0.416821956634522,1051,DL
0.416884899139404,27,UL
0.416899919509888,1051,DL
0.416988849639893,27,UL
0.418972015380859,1051,DL
0.419000864028931,27,UL
0.419052839279175,1051,DL
0.419085025787354,27,UL
0.419139862060547,55323,DL
0.419589996337891,27,UL
0.419869899749756,1051,DL
0.419901847839356,27,UL
0.419920921325684,1051,DL
0.420018911361694,27,UL
0.420045852661133,55323,DL
0.42059588432312,27,UL
0.420768976211548,1051,DL
0.420800924301147,27,UL
0.420816898345947,1051,DL
0.420917987823486,27,UL
0.420969963073731,62491,DL
0.42156982421875,27,UL
0.421696901321411,1051,DL
